date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:14	75551/75551	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Oct%202018%2007:04:14%20GMT	https://www.w3cschool.cn/bootstrap/	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/bootstrap/index.html	(from )
15:04:16	358/358	---M--	200	added ('OK')	text/plain	etag:%225aa8e93f-166%22	https://www.w3cschool.cn/robots.txt		(from )
15:04:17	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:17%20GMT	http://www.w3cschool.cn/statics/plugins/font-awesome/css/font-awesome.min.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/plugins/font-awesome/css/font-awesome.min.0.delayed	(from https://www.w3cschool.cn/bootstrap/)
15:04:18	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:18%20GMT	http://www.w3cschool.cn/statics/css/w3.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/w3.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:18	22084/22084	---MCZ	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2008:27:26%20GMT	https://www.w3cschool.cn/statics/plugins/font-awesome/css/font-awesome.min.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/plugins/font-awesome/css/font-awesome.min.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:19	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:20%20GMT	http://www.w3cschool.cn/statics/css/style-kn-project-view.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/style-kn-project-view.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:19	67090/67090	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2011:58:32%20GMT	https://www.w3cschool.cn/statics/css/w3.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/w3.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:20	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:21%20GMT	http://www.w3cschool.cn/statics/css/style-theme.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/style-theme.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:20	22783/22783	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Oct%202018%2011:42:02%20GMT	https://www.w3cschool.cn/statics/css/style-kn-project-view.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/style-kn-project-view.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:21	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:22%20GMT	http://www.w3cschool.cn/statics/css/project.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/project.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:21	15772/15772	---MCZ	200	added ('OK')	text/css	date:Thu,%2010%20May%202018%2011:19:26%20GMT	https://www.w3cschool.cn/statics/css/style-theme.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/style-theme.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:22	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:23%20GMT	http://www.w3cschool.cn/plugins/highlight/styles/default.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/plugins/highlight/styles/default.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:22	18492/18492	---MCZ	200	added ('OK')	text/css	date:Wed,%2026%20Sep%202018%2004:07:12%20GMT	https://www.w3cschool.cn/statics/css/project.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/css/project.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:23	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:24%20GMT	http://www.w3cschool.cn/plugins/highlight/highlight.pack.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/plugins/highlight/highlight.pack.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:23	1159/1159	---MCZ	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2008:27:26%20GMT	https://www.w3cschool.cn/plugins/highlight/styles/default.css	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/plugins/highlight/styles/default.css	(from https://www.w3cschool.cn/bootstrap/)
15:04:25	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:26%20GMT	http://www.w3cschool.cn/statics/js/jquery-1.8.3.min.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/js/jquery-1.8.3.min.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:25	44361/44361	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Feb%202017%2011:03:24%20GMT	https://www.w3cschool.cn/plugins/highlight/highlight.pack.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/plugins/highlight/highlight.pack.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:27	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:28%20GMT	http://www.w3cschool.cn/statics/plugins/jquery-slimscroll/jquery.slimscroll.min.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/plugins/jquery-slimscroll/jquery.slimscroll.min.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:27	93597/93597	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Feb%202017%2011:03:24%20GMT	https://www.w3cschool.cn/statics/js/jquery-1.8.3.min.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/js/jquery-1.8.3.min.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:28	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Oct%202018%2007:04:29%20GMT	http://www.w3cschool.cn/statics/js/project.leftbox.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/js/project.leftbox.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:28	4724/4724	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202017%2011:33:57%20GMT	https://www.w3cschool.cn/statics/plugins/jquery-slimscroll/jquery.slimscroll.min.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/plugins/jquery-slimscroll/jquery.slimscroll.min.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:30	11157/11157	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Jul%202018%2010:28:47%20GMT	https://www.w3cschool.cn/statics/js/project.leftbox.js	C:/Users/RD/Desktop/bootstrap/www.w3cschool.cn/statics/js/project.leftbox.js	(from https://www.w3cschool.cn/bootstrap/)
15:04:30	1490/1490	---M--	200	added ('OK')	image/png	etag:%22ABte_3EXi4T_g5_2qSJw0DrHNXGJ%22	http://7nsts.w3cschool.cn/images/w3c/header-logo.png	C:/Users/RD/Desktop/bootstrap/7nsts.w3cschool.cn/images/w3c/header-logo.png	(from https://www.w3cschool.cn/bootstrap/)
